label,sentences
anger,i didn't fit in at either and the thought of both still make me feel bitter and nauseous
anger,i'm being totally honest and raw i should also confess that i was feeling bitter towards haiti towards some people and towards god for the difficult year that i had faced
anger,i'm feeling a little bitter and anger about it
anger,i feel so bitter and cold towards my dad i can't explain it
anger,i still feel bitter because eric was so much of what i wanted and i'm scared that no one will be able to compare to him
anger,i forgot how comfortable and nice a warm pool feels after being in the bitter pacific all the time
anger,i think in my case most don't even know they're doing it and once they stop doing it i feel bitter
anger,i see other people hooking up i feel bitter
anger,i am helplessly in love with this girl and i care the world about her and i honestly would do anything and everything for her but i can anger39 t help but feel bitter
anger,i never expected to feel this bitter sweet feelings when i entered the school
anger,i feel like there could be some bitter very non christian jealousy emanating from clack for the rest of the time she's with us
anger,i am with him it feels so bitter getting a kiss for the betrayal
anger,i am happy it happened like this because i started to feel quite bitter towards her but then again
anger,i don't really think so i knew her pretty much inside out and to know someone that much you can't just feel bitter for know reason
anger,i am anger and sad and feeling so bitter i know for my veteran and family i cannot be a quitter
anger,i'm starting to feel less bitter
anger,i just got off the phone with my mama who is not feeling at all bitter but only sweet as she drives down a road watching palm trees sway in hawaii
anger,i am feeling bitter
anger,i'm off to paris for a few weeks next month but i think i'll stick with my cheap and cheerful adaptor but i'll secretly be feeling only a little bitter that i don't have the tres chic a href http: rstyle
anger,i'm drinking right now feels too bitter and grassy that i don't want to drink it ever again :' which is sad because i really wanted to have liked it
anger,i felt nearly crushed by the distance still in front of me and every time a biker would come zooming by i would feel bitter and annoyed
anger,i do feel bitter that the one who went through it all with me has little to do with activism
anger,i want to be happy for him but at the time i'm super jealous and can't help but feel bitter towards him as he brags about his success
anger,i hate that i feel so bitter jealous and envious
anger,i just feel bitter caw spit
anger,i am feeling very bitter inside and i cant seem to cry or express it out
anger,i feel bitter too
anger,i still feel the bitter sweet for both parties actually
anger,i feel so bitter
